company,total_sites,inspected,inspector_problem,silt,inlet,gravel,veg,general,enforced,problem_no_enforcement
RC BELL DAPHNE LLC,1,1,0,0,0,0,0,0,0,0
RC HOLDINGS OF ALABAMA LLC,1,1,1,0,0,0,1,1,1,0
RDT INVESTMENTS LLC,1,0,0,0,0,0,0,0,0,0
REALO PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
REBECCA LOTT,1,1,1,1,0,0,0,1,1,0
RECONSERVE,1,1,1,1,0,0,1,1,0,1
RED BULL CATTLE COMPANY LLC,1,0,0,0,0,0,0,0,0,0
RED CLAY EROSION CONTROL INC,1,1,1,1,0,0,1,0,1,0
REFORM CITY OF,1,0,0,0,0,0,0,0,0,0
RELIANCE INVESTORS LLC,1,0,0,0,0,0,0,0,0,0
RETIREMENT SYSTEMS OF ALABAMA RSA,1,0,0,0,0,0,0,0,0,0
RF LEASING LLC,1,1,1,0,0,0,0,1,0,1
RHETTA HAYNES,1,1,1,0,0,0,0,1,1,0
RICHARD CARROLL,1,0,0,0,0,0,0,0,0,0
RICHMOND AMERICAN HOMES OF TENNESSEE INC,1,1,0,0,0,0,0,0,0,0
RICK MERZ,1,0,0,0,0,0,0,0,0,0
RIVER BROOK EAT LLC,1,0,0,0,0,0,0,0,0,0
RIVER RUN RV PARK LLC,1,0,0,0,0,0,0,0,0,0
RIVERS AND CO LLC,1,1,0,0,0,0,0,0,0,0
ROCKET TOWN PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
ROCKY RIDGE PARK HOMES LLC,1,0,0,0,0,0,0,0,0,0
RODAN DEVELOPMENT COMPANY LLC,1,1,1,0,0,0,0,1,0,1
RODNEY RAMSEY,1,1,1,0,0,0,0,1,0,1
ROMAR RESORTS INC,1,0,0,0,0,0,0,0,0,0
ROOSTER CORNER LLC,1,1,0,0,0,0,0,0,1,0
ROSEHILL TRANSFER STATION AND LANDFILL LLC,1,1,0,0,0,0,0,0,1,0
RUSSELL TIMBERLANDS WETUMPKA LLC,1,1,0,0,0,0,0,0,0,0
RUSTY BRADLEY,1,1,0,0,0,0,0,0,0,0
RV ROADWAY AND ROADWAY COLLISION CENTER INC,1,1,0,0,0,0,0,0,1,0
S AND L PROPERTIES OXFORD LLC,1,0,0,0,0,0,0,0,0,0
S AND M TRANSPORTATION,1,0,0,0,0,0,0,0,0,0
S AND S STORAGE LLC,1,0,0,0,0,0,0,0,0,0
SAD DADDY HUNTING BLINDS LLC,1,0,0,0,0,0,0,0,0,0
SAND MOUNTAIN GP LLC,1,1,1,0,0,0,0,1,0,1
SAND MOUNTAIN SURFACE LLC,1,1,1,0,0,0,0,1,0,1
SCHULTE BUILDING SYSTEMS INC,1,1,1,1,0,0,1,0,0,1
SCOT INDUSTRIES INC,1,0,0,0,0,0,0,0,0,0
SCOTT CONSTRUCTION COMPANY,1,1,0,0,0,0,0,0,1,0
SCOTT CONSTRUCTION COMPANY LLC,1,1,0,0,0,0,0,0,0,0
SCP BPG MAGNOLIA HOLDINGS LLC,1,1,1,0,0,0,0,1,0,1
SDAC INC,1,0,0,0,0,0,0,0,0,0
SE TUSCUMBIA 20 LLC,1,1,1,0,0,0,0,1,0,1
SEASIDE ENTERPRIZES LLC,1,1,1,0,0,0,0,1,0,1
SEIBOLD CREEK DEVELOPMENT LLC,1,1,1,0,0,0,0,1,0,1
SES ELECTRICAL LLC,1,0,0,0,0,0,0,0,0,0
SHANE OSMER,1,1,1,0,0,0,0,1,0,1
SHANNON BROWN,1,1,1,0,0,0,0,1,0,1
SHARKEY HOLDINGS LLC,1,0,0,0,0,0,0,0,0,0
SHARON STICH,1,0,0,0,0,0,0,0,0,0
SHELLEY PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
SHIVAAY HOSPITALITY LLC,1,1,0,0,0,0,0,0,0,0
SHIVAAY OXFORD LLC,1,1,1,0,1,0,0,1,0,1
SHREE SAI ATHENS LLC,1,1,0,0,0,0,0,0,1,0
SIERRA DEVELOPMENT GROUP INC,1,1,1,0,0,0,0,1,0,1
SIX LLC,1,0,0,0,0,0,0,0,0,0
SIX TRADES LLC,1,0,0,0,0,0,0,0,0,0
SKC CONSTRUCTION LLC,1,0,0,0,0,0,0,0,0,0
SKY DEVELOPMENT SERVICE LLC,1,1,0,0,0,0,0,0,1,0
SMARTLAM NA DOTHAN LLC,1,0,0,0,0,0,0,0,0,0
SMB LAND LLC,1,1,1,0,0,0,0,1,1,0
SOUTH ALABAMA BUS SALES AND LEASING LLC,1,0,0,0,0,0,0,0,0,0
SOUTH DALLAS TURF FARM,1,0,0,0,0,0,0,0,0,0
SOUTH SHORE TUSCALOOSA LLC,1,0,0,0,0,0,0,0,0,0
SOUTHBOUND SNOW ROAD LLC,1,1,0,0,0,0,0,0,0,0
SOUTHEAST HEALTH SERVICES INC,1,0,0,0,0,0,0,0,0,0
SOUTHERN FOODS AND MARKETING INC,1,0,0,0,0,0,0,0,0,0
SOUTHERN RESEARCH INSTITUTE,1,0,0,0,0,0,0,0,0,0
SOUTHLAND INTERNATIONAL TRUCKS INC,1,1,0,0,0,0,0,0,0,0
STACY CHAFFIN,1,0,0,0,0,0,0,0,0,0
STERLING GROUP THE,1,0,0,0,0,0,0,0,0,0
STEVE MURPHEE,1,1,0,0,0,0,0,0,0,0
STRATEGIC REALITY PARTNERS LLC,1,1,1,0,1,0,1,1,0,1
STRUCTURES HOMES LLC,1,0,0,0,0,0,0,0,0,0
SUN CITY LLC,1,1,0,0,0,0,0,0,0,0
SWIFT CAPITAL LLC,1,1,0,0,0,0,0,0,0,0
SYLACAUGA FACILITIES LLC,1,1,1,0,0,0,1,1,1,0
T AND H MITCHELL PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
TAMMY HUGHES,1,1,1,0,0,0,0,1,1,0
TARA KENNEDY,1,1,0,0,0,0,0,0,0,0
TAYLOR CITY OF,1,0,0,0,0,0,0,0,0,0
TENNESSEE VALLEY COMMUNITIES,1,0,0,0,0,0,0,0,0,0
TERRY LEE FINLEY,1,1,1,0,0,0,0,1,1,0
THOMAS BENDER,1,1,1,0,0,0,0,1,0,1
THOMAS LAND DEVELOPMENT LLC,1,0,0,0,0,0,0,0,0,0
TILLMAN INFRASTRUCTURE,1,1,1,0,0,0,0,1,0,1
TILLMAN LODGING LLC,1,1,1,0,0,0,0,1,0,1
TIM RHODES PROPERTIES LLC,1,1,1,0,0,0,0,1,0,1
TIMBERLINE CONSTRUCTION GROUP LLC,1,1,1,0,0,0,0,1,0,1
TIMMY HALL TIMBER COMPANY INC,1,1,1,0,0,0,0,1,0,1
TIMOTHY TROY WARREN,1,0,0,0,0,0,0,0,0,0
TOMMIE CARLEE,1,1,0,0,0,0,0,0,1,0
TONIA MCDERMOTT,1,1,1,0,0,0,0,1,0,1
TRACK WEST PARTNERS LLC,1,0,0,0,0,0,0,0,0,0
TRACT 3 HOLDING LLC,1,0,0,0,0,0,0,0,0,0
TRIANA TOWN OF,1,0,0,0,0,0,0,0,0,0
TRIPLE BOGEY LLC,1,0,0,0,0,0,0,0,0,0
TUCKER CONTRACTING LLC,1,1,1,0,0,0,0,1,0,1
TUCKER PRITCHETT,1,1,1,0,0,0,0,1,0,1
TUNNELL SERVICES LLC,1,1,1,0,0,0,1,1,1,0
TURNER SITEWORK LLC,1,1,0,0,0,0,0,0,1,0
TUSCALOOSA BOAT STORAGE LLC,1,0,0,0,0,0,0,0,0,0
TUSCALOOSA OSCAR BAXTER LLC,1,0,0,0,0,0,0,0,0,0
TWIN CITY BUILDING MATERIALS AND SUPPLY LLC,1,1,0,0,0,0,0,0,1,0
TWITCHELL TECHNICAL PRODUCTS LLC,1,0,0,0,0,0,0,0,0,0
UNITED BANCORPORATION OF ALABAMA INC,1,1,1,0,0,0,0,1,0,1
VANCE HOLDING LLC,1,1,0,0,0,0,0,0,1,0
VERTEX REFINING ALABAMA LLC,1,0,0,0,0,0,0,0,0,0
VESTAVIA 31 RE LLC,1,0,0,0,0,0,0,0,0,0
VICTORIA MORTGAGE INC,1,1,1,0,0,0,0,1,0,1
VILLAGE CREEK DEVELOPMENT LLC,1,1,1,0,1,0,0,0,0,1
VILLAS AT FLINT CROSSING PARTNERS LLC,1,0,0,0,0,0,0,0,0,0
VLS ENVIRONMENTAL SOLUTIONS LLC,1,0,0,0,0,0,0,0,0,0
W A MAYS AND SONS LLC,1,1,0,0,0,0,0,0,0,0
WALTER HENRY POTTS,1,1,1,0,0,0,0,1,1,0
WATERHOLE TRADING COMPANY LLC,1,1,0,0,0,0,0,0,0,0
WATSONBRUHN BUILDERS LLC,1,1,1,0,0,0,0,1,0,1
WAYNE BIRDWELL,1,1,1,0,0,0,0,1,0,1
WEALTH HOSPITALITY GROUP LLC,1,0,0,0,0,0,0,0,0,0
WEAVER DIRECTIONAL BORING INC,1,0,0,0,0,0,0,0,0,0
WESLEY MOORE,1,1,0,0,0,0,0,0,1,0
WEST FRASER HUGULEY,1,0,0,0,0,0,0,0,0,0
WESTMORELAND COMPANY INC THE,1,1,1,0,0,0,0,1,0,1
WHARF RETAIL PROPERTIES LLC,1,1,0,0,0,0,0,0,0,0
WHEELER NATIONAL WILDLIFE REFUGE,1,1,1,0,0,0,0,1,0,1
WHITESBURG BAPTIST CHURCH OF HUNTSVILLE ALABAMA,1,0,0,0,0,0,0,0,0,0
WILLIAM SCHAMS,1,1,1,0,0,0,0,1,0,1
WILLIAM YANCE,1,1,1,0,0,0,0,1,0,1
WILLIAMS ENTERPRISE LLC,1,0,0,0,0,0,0,0,0,0
WILSONVILLE TOWN OF WATER WORKS BD,1,0,0,0,0,0,0,0,0,0
WISE V LLC,1,1,0,0,0,0,0,0,1,0
WOERNER EQUITY GROUP LLC,1,1,1,0,0,0,0,1,0,1
WOLF PROPERTIES LLC,1,1,1,0,0,0,0,1,0,1
WTD HOLDINGS INC,1,1,1,0,0,0,0,1,0,1
YARBROUGH FAMILY DEVELOPMENT LLC,1,1,1,0,0,0,0,1,1,0
ZION ASSEMBLY OF THE LORD,1,1,0,0,0,0,0,0,1,0
1830 FOUNDATION THE,1,1,1,0,0,0,0,1,0,1
2305 MONTEVALLO PARTNERS LLC,1,1,1,0,0,0,0,1,0,1
4D PROPERTY BUILDERS LLC,1,0,0,0,0,0,0,0,0,0
68 V RIMEL FARMS 2024 LLC,1,1,1,0,1,0,1,1,1,0
A AFFORDABLE BOAT AND RV STORAGE ELBERTA LLC,1,0,0,0,0,0,0,0,0,0
AAA HOME BUILDERS LLC,1,1,0,0,0,0,0,0,0,0
ABDULUDHAB FADHEL,1,1,1,1,1,0,0,1,0,1
ABUNDANT LIFE CHRISTIAN CENTER INC,1,1,1,0,0,0,0,1,0,1
AC CREEKSIDE COMMONS LLC,1,1,1,0,1,0,0,0,1,0
ACE SERVICE LLC,1,0,0,0,0,0,0,0,0,0
ADARE DEVELOPMENT GROUP LLC,1,0,0,0,0,0,0,0,0,0
ADEPT CONCEPTS LLC,1,0,0,0,0,0,0,0,0,0
ADROIT ENTERPRISES LLC,1,1,1,0,0,0,1,1,1,0
AG HUNTSVILLE RE HOLDINGS LLC,1,1,1,0,0,0,0,1,0,1
AH ALABASTER LLC,1,1,1,1,1,0,1,1,0,1
AL AUB HOLDINGS LLC,1,1,0,0,0,0,0,0,1,0
AL RV GBREEZE GULF SHORES LLC,1,1,1,0,0,0,0,1,0,1
ALABAMA AIR POWER INC,1,1,1,0,0,0,1,1,0,1
ALABAMA CHILDHOOD FOOD SOLUTIONS,1,1,1,0,0,0,0,1,0,1
ALABAMA LAND HOLDINGS LLC,1,0,0,0,0,0,0,0,0,0
ALABAMA RV AND STORAGE LLC,1,0,0,0,0,0,0,0,0,0
ALAY INVESTMENT LLC,1,1,1,0,0,0,0,1,0,1
ALFORD PROPERTIES 1 LLC,1,0,0,0,0,0,0,0,0,0
ALLEN DAVIS,1,1,0,0,0,0,0,0,1,0
ALMS EKKLESIA INC,1,0,0,0,0,0,0,0,0,0
AMERICAN LAND HOLDINGS LLC,1,0,0,0,0,0,0,0,0,0
AMERICAN PET RESORT LLC,1,1,1,0,0,0,0,1,0,1
AMS 2024 BTS LOXLEY AL LLC,1,1,1,0,0,0,0,1,0,1
ANDREW MCGREER,1,0,0,0,0,0,0,0,0,0
ANOINTED PROPERTIES LLC,1,1,1,1,0,0,1,1,1,0
ANTHONY HAMBY,1,0,0,0,0,0,0,0,0,0
AP III LLC,1,1,1,0,0,0,1,1,0,1
ARCO BUILDERS INC,1,1,0,0,0,0,0,0,0,0
ARK STORAGE LLC,1,0,0,0,0,0,0,0,0,0
ARLINGTON CONSTRUCTION SERVICES LLC,1,1,0,0,0,0,0,0,1,0
ASIMPA LLC,1,1,0,0,0,0,0,0,0,0
ASKENZ DEJESUS,1,0,0,0,0,0,0,0,0,0
AUTO CUSTOM CARPETS INC,1,0,0,0,0,0,0,0,0,0
AVIAGEN NORTH AMERICA INC,1,0,0,0,0,0,0,0,0,0
B C PROPERTY INVESTMENTS LLC,1,1,1,1,0,0,0,1,0,1
BAMA CONCRETE PRODUCTS,1,0,0,0,0,0,0,0,0,0
BARBARA FULLER,1,0,0,0,0,0,0,0,0,0
BBJL DEVELOPMENT LLC,1,0,0,0,0,0,0,0,0,0
BCM PROPERTIES LLC,1,1,0,0,0,0,0,0,0,0
BEASLEY TIMBER COMPANY INC,1,0,0,0,0,0,0,0,0,0
BEEHIVE DISTRIBUTION LLC,1,0,0,0,0,0,0,0,0,0
BESSEMER HFT DEVELOPMENT LLC,1,1,1,0,0,0,0,1,0,1
BH INVESTMENTS LLC,1,1,1,0,0,0,1,1,0,1
BIG FIELD CONSTRUCTION LLC,1,1,1,1,0,0,0,1,0,1
BIG TUNA EXPRESS CAR WASH SNOW LLC,1,1,0,0,0,0,0,0,1,0
BILLY SCOTT WITHEROW,1,0,0,0,0,0,0,0,0,0
BLAKE BOTTOM ROAD PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
BLUE RIVER DEVELOPMENT ACQUISITIONS LLC,1,0,0,0,0,0,0,0,0,0
BOBBY MOORE,1,0,0,0,0,0,0,0,0,0
BOESCHEN HEATING AND COOLING LLC,1,1,1,0,0,0,0,1,0,1
BPC INVESTMENTS LLC,1,1,0,0,0,0,0,0,0,0
BRANT HAYNIE,1,0,0,0,0,0,0,0,0,0
BREAKSTONE CAPITAL INC,1,0,0,0,0,0,0,0,0,0
BREWINGTON POINTE NEW APARTMENTS LTD,1,0,0,0,0,0,0,0,0,0
BRIAN LACOSTE,1,1,0,0,0,0,0,0,0,0
BROADWAY GROUP THE LLC,1,1,1,0,0,0,0,1,0,1
BROCKS GAP TRAINING CENTER INC,1,1,1,0,1,0,1,1,1,0
BW2 LLC,1,1,1,1,1,1,0,1,0,1
C A A M REAL ESTATE LLC,1,0,0,0,0,0,0,0,0,0
C AND S PROPERTIES LLC,1,1,1,1,0,0,0,1,1,0
CAHABA STATION LLC,1,0,0,0,0,0,0,0,0,0
CALHOUN COUNTY WATER AND FIRE PRO AUTH,1,0,0,0,0,0,0,0,0,0
CALIBER 1 CONSTRUCTION,1,1,0,0,0,0,0,0,0,0
CALIBER COLLISON CENTERS MOBILE,1,1,0,0,0,0,0,0,0,0
CAMBRIDGE CAPITAL LLC,1,1,0,0,0,0,0,0,0,0
CAMBRIE CELESTE LLC,1,0,0,0,0,0,0,0,0,0
CAMDEN CITY OF,1,0,0,0,0,0,0,0,0,0
CAMERON WOODS,1,0,0,0,0,0,0,0,0,0
CAMPBELL AND MANCE RESOURCE LLC,1,0,0,0,0,0,0,0,0,0
CANE BREW LLC,1,1,1,0,0,0,0,1,0,1
CAPITAL TRACTOR INC,1,1,0,0,0,0,0,0,0,0
CARY CROSSING STORAGE LLC,1,1,0,0,0,0,0,0,1,0
CAST PRODUCTS INC,1,1,0,0,0,0,0,0,0,0
CEDAR GROVE PARK MHP LLC,1,1,1,0,0,0,0,1,0,1
CENTRAL SERVICES LLC,1,1,1,0,0,0,0,1,1,0
CENTRAL STATES BUS SALES INC,1,0,0,0,0,0,0,0,0,0
CENTRE CITY OF,1,1,1,0,0,0,0,1,0,1
CGKJR LLC,1,1,1,0,0,0,1,1,1,0
CHALKVILLE NEW DAY LLC,1,1,1,0,0,0,0,1,0,1
CHAPPLE HILL LAND DEVELOPMENT LLC,1,0,0,0,0,0,0,0,0,0
CHEBM USA INC,1,1,1,0,0,0,0,1,0,1
CHESTER STEFAN,1,0,0,0,0,0,0,0,0,0
CHILDERSBURG HALL NEW APARTMENTS LTD,1,0,0,0,0,0,0,0,0,0
CHILTON COUNTY HEALTH CARE AUTHORITY,1,1,1,0,0,0,0,1,0,1
CHOATE CONSTRUCTION COMPANY INC,1,1,1,0,0,0,0,1,0,1
CHRIS D PRESTON,1,1,0,0,0,0,0,0,0,0
CHRIST HARBOR CHURCH,1,0,0,0,0,0,0,0,0,0
CHRISTOPHER P BROWN,1,0,0,0,0,0,0,0,0,0
CHURCH OF THE HIGHLANDS INC,1,1,1,1,1,0,1,1,1,0
CIRCLE S CONTRACTING LLC,1,1,0,0,0,0,0,0,0,0
CLEMENTS DEAN BUILDING COMPANY,1,1,1,0,0,0,0,1,0,1
CLEMONS MARINE AND LAND LLC,1,1,1,0,0,0,0,1,1,0
CLEVELAND DEVELOPMENT LLC,1,1,0,0,0,0,0,0,0,0
COASTAL SPORTS ACADEMY LLC,1,1,1,0,0,0,0,1,0,1
COLBY STEWART,1,1,1,0,0,0,0,1,0,1
COLE PROPERTIES LLC,1,1,1,0,0,0,0,1,0,1
COMMUNITY ACTION PARTNERSHIP OF NORTH ALABAMA,1,1,1,0,0,0,0,1,1,0
COMMUNITY FOOD BANK OF CENTRAL ALABAMA,1,0,0,0,0,0,0,0,0,0
CONECUH COUNTY BOARD OF EDUCATION,1,0,0,0,0,0,0,0,0,0
CONTRACT LUMBER INC,1,1,1,0,0,0,0,1,0,1
CONTRACTOR SERVICE AND FABRICATION INC,1,1,1,0,0,0,0,1,0,1
CORINTH CONSTRUCTION LLC,1,1,1,0,0,0,0,1,0,1
CORNERSTONE HOMEBUILDERS OF ATMORE LLC,1,1,1,0,0,0,0,1,0,1
CORNERSTONE STORAGE LLC,1,0,0,0,0,0,0,0,0,0
COTTAGES AT SARALAND LLC,1,0,0,0,0,0,0,0,0,0
COTTONWOOD GOLF VILLAGE LLC,1,0,0,0,0,0,0,0,0,0
COWAN CREEK PROPERTIES LLC,1,0,0,0,0,0,0,0,0,0
CRAFTED MILESTONE LLC,1,0,0,0,0,0,0,0,0,0
CRANE HILL CONSTRUCTION,1,1,1,0,0,0,0,1,0,1
CRITICAL PATH LLC,1,1,1,0,0,0,0,1,0,1
CROSSING AT WOODSTOCK VILLAGE LLC,1,1,1,1,0,0,1,1,1,0
CSJ PROPERTIES LLC,1,1,1,0,0,0,1,0,0,1
CUBA TOWN OF WATER AND SEWER BOARD,1,0,0,0,0,0,0,0,0,0
CULLMAN COUNTY COMMISSION ON EDUCATION,1,0,0,0,0,0,0,0,0,0
CYPRESS REAL ESTATE COMPANY V LLC,1,1,1,0,0,0,1,1,0,1
D AND R HOMES INC,1,1,1,0,0,0,1,1,0,1
DAC PROPERTIES INC,1,1,0,0,0,0,0,0,1,0
DAEWON AMERICA INC,1,0,0,0,0,0,0,0,0,0
DAPHNE VIP STORAGE LLC,1,1,0,0,0,0,0,0,0,0
DAVID ADAMS REALTY LLC,1,0,0,0,0,0,0,0,0,0
DAVID MORRIS,1,0,0,0,0,0,0,0,0,0
DAVID WHITTEN,1,1,1,0,0,0,0,1,0,1
DEERWOOD POINT LLC,1,0,0,0,0,0,0,0,0,0
DEFENSE MUNITIONS PROVING GROUND LLC,1,0,0,0,0,0,0,0,0,0
DELANEY PROPERTY GROUP LLC,1,1,0,0,0,0,0,0,0,0
DELTA INVESTMENTS AND DEVELOPMENT LLC,1,0,0,0,0,0,0,0,0,0
DELTA UTILITY SERVICES INC,1,1,1,1,0,0,1,0,1,0
DENNIS TOW,1,0,0,0,0,0,0,0,0,0
DOTHAN CITY OF INDUSTRIAL DEVELOP BOARD,1,0,0,0,0,0,0,0,0,0
DOTIER LLC,1,0,0,0,0,0,0,0,0,0
DOUBLE H REAL PROPERTY,1,0,0,0,0,0,0,0,0,0
DOUBLE MP DEVELOPMENTS LLC,1,0,0,0,0,0,0,0,0,0
DOUG GATTMAN,1,1,0,0,0,0,0,0,0,0
DOUGLAS MANUFACTURING CO INC,1,0,0,0,0,0,0,0,0,0
DR HORTON INC BRIMINGHAM,1,0,0,0,0,0,0,0,0,0
DREW DELANEY,1,0,0,0,0,0,0,0,0,0
DRY BONES PROPERTIES LLC,1,1,1,0,0,0,0,1,0,1
DUBOSE CONSTRUCTION CO LLC,1,0,0,0,0,0,0,0,0,0
DUNLOP BLVD CDC LLC,1,1,1,0,0,0,0,1,0,1
DUNN BOAT STORAGE LLC,1,0,0,0,0,0,0,0,0,0
EAC ENTERPRISES LLC,1,0,0,0,0,0,0,0,0,0
EAGLE CREEK INVESTMENTS LLC,1,0,0,0,0,0,0,0,0,0
EARTHCON LLC,1,1,0,0,0,0,0,0,1,0
EAST ALABAMA CLEARING AND GRADING INC,1,0,0,0,0,0,0,0,0,0
EASTABOGA ESTATES LLC,1,0,0,0,0,0,0,0,0,0
EDGR USA INC,1,0,0,0,0,0,0,0,0,0
EIG14T AL HUNTSVILLE WALL TRIANA LLC,1,1,0,0,0,0,0,0,0,0
ELMINGTON CONSTRUCTION LLC,1,1,0,0,0,0,0,0,0,0
EMAD SULEIMAN,1,1,1,0,0,0,1,0,0,1
EMANUEL COOK,1,1,0,0,0,0,0,0,0,0
EMPIRE RENTALS AND WHOLESALE LLC,1,1,0,0,0,0,0,0,1,0
ENCOUNTER DEVELOPMENT LLC,1,1,1,0,0,0,0,1,0,1
ESFELLER CONSTRUCTION CO INC,1,0,0,0,0,0,0,0,0,0
EVA TOWN OF,1,1,1,0,0,0,0,1,0,1
EVERGREEN CONECUH DEVELOPMENT COOPERATIVE,1,1,1,0,0,0,0,1,0,1
EZ ASSETS LLC,1,0,0,0,0,0,0,0,0,0
F AND S INVESTMENT COMPANY INC,1,1,0,0,0,0,0,0,0,0
F5 LLC,1,1,0,0,0,0,0,0,0,0
FACTORY TOWN LLC,1,0,0,0,0,0,0,0,0,0
FAIRFIELD TRIBUTARIES II LLC,1,0,0,0,0,0,0,0,0,0
FAIRHOPE BUILDING COMPANY LLC,1,1,1,0,0,0,0,1,0,1
FALKVILLE WOOD TREATING INC,1,1,1,0,0,0,0,1,0,1
FEDEX FREIGHT,1,0,0,0,0,0,0,0,0,0
FLEX DEVELOPMENT LLC,1,0,0,0,0,0,0,0,0,0
FORD METER BOX CO INC THE,1,0,0,0,0,0,0,0,0,0
FOX RUN PHASE V LLC,1,0,0,0,0,0,0,0,0,0
FRED BOWMAN BEAR,1,0,0,0,0,0,0,0,0,0
FRED JOHNSTON,1,0,0,0,0,0,0,0,0,0
FRED STRAUB,1,1,1,1,0,0,0,1,1,0
FREDERICK THOMPSON,1,1,0,0,0,0,0,0,1,0
FRESH REVELATION CHURCH,1,1,1,0,0,0,0,1,0,1
FRESH WORKS LLC,1,1,1,0,0,0,0,1,0,1
FRONTIER GRATINGS LLC,1,1,0,0,0,0,0,0,0,0
GC CONSTRUCTION GROUP LLC,1,1,1,1,0,0,1,0,1,0
GENCRE LLC,1,1,0,0,0,0,0,0,1,0
GEORGE SPENCER,1,1,1,0,0,0,0,1,1,0
GGDIP LLC,1,0,0,0,0,0,0,0,0,0
GREATER BIRMINGHAM HUMANE SOCIETY INC THE,1,1,1,0,0,0,1,0,0,1
GREENBRIER PRESERVE LLC,1,1,0,0,0,0,0,0,0,0
GRIGSBY BROTHERS PROPERTIES LLC,1,1,0,0,0,0,0,0,1,0
GUGGENHEIM DEVELOPMENT SERVICES LLC,1,1,0,0,0,0,0,0,0,0
H AND B HOLDINGS,1,1,1,0,0,0,0,1,0,1
H AND B HOLDINGS LLC,1,0,0,0,0,0,0,0,0,0
H AND K LAND LLC,1,0,0,0,0,0,0,0,0,0
H AND S HOLDINGS LLC,1,1,0,0,0,0,0,0,1,0
HARDIMAN PLACE LLC,1,0,0,0,0,0,0,0,0,0
HARRELLS FREE DIRT DUMP SITE,1,1,0,0,0,0,0,0,0,0
HARTLEY BROTHERS MANUFACTURING INC,1,0,0,0,0,0,0,0,0,0
HASTINGS FARM LLC,1,0,0,0,0,0,0,0,0,0
HAYES SHIRLEY,1,1,0,0,0,0,0,0,0,0
HAYWOOD FOREST PRODUCTS INC,1,1,0,0,0,0,0,0,1,0
HBA DESIGN BUILD LLC,1,0,0,0,0,0,0,0,0,0
HDRS LLC,1,0,0,0,0,0,0,0,0,0
HEADLAND COMMUNITY CHURCH,1,0,0,0,0,0,0,0,0,0
HEADLAND COTTAGES LLC THE,1,0,0,0,0,0,0,0,0,0
HERITAGE AC LLC,1,1,0,0,0,0,0,0,1,0
HFT PELL CITY LLC,1,1,1,0,0,0,0,1,0,1
HIDDEN MOUNTAIN,1,0,0,0,0,0,0,0,0,0
HIGHLAND PARK SENIOR HOUSING LLC,1,0,0,0,0,0,0,0,0,0
HILL HOUSE LLC,1,0,0,0,0,0,0,0,0,0
HITCHING POST FARMS LLC,1,0,0,0,0,0,0,0,0,0
HOMETOWN PROPERTY MANAGEMENT LLC,1,1,1,0,0,0,0,1,0,1
HORACE ROBERTSON JR,1,0,0,0,0,0,0,0,0,0
HORNE BROTHERS LLC,1,0,0,0,0,0,0,0,0,0
HOSANNA ENTERPRISES LLC,1,0,0,0,0,0,0,0,0,0
HSC DORA LLC,1,1,1,0,0,0,0,1,0,1
HSC DOTHAN LLC,1,0,0,0,0,0,0,0,0,0
HSC FOLEY LLC,1,1,0,0,0,0,0,0,0,0
HSC HANCEVILLE LLC,1,1,1,1,0,0,0,0,1,0
HSC ODENVILLE LLC,1,1,1,0,0,0,0,1,0,1
HTB CONSTRUCTION LLC,1,0,0,0,0,0,0,0,0,0
HUB AT GRANTS MILL LLC THE,1,1,1,0,0,0,1,1,0,1
HUFFMAN LAND LLC,1,1,0,0,0,0,0,0,1,0
HUNTSVILLE CITY OF INDUSTRIAL DEVELOPMENT BOARD,1,1,0,0,0,0,0,0,0,0
HUTTO CONSTRUCTION INC,1,0,0,0,0,0,0,0,0,0
HUXFORD POLE AND TIMBER COMPANY INC,1,1,0,0,0,0,0,0,0,0
HYPONEX CORPORATION,1,0,0,0,0,0,0,0,0,0
IBEX VENTURES LLC,1,1,0,0,0,0,0,0,0,0
IHTW LLC,1,1,1,0,0,0,0,1,1,0
INDUSTRIAL DEVELOPMENT BOARD OF LAWRENCE COUNTY THE,1,1,1,0,0,0,0,1,0,1
INKANA DEVELOPEMENT,1,0,0,0,0,0,0,0,0,0
INTERNATIONAL DRILLING AND SAWING INC,1,1,0,0,0,0,0,0,0,0
IRONDALE MICROFLEX LLC,1,0,0,0,0,0,0,0,0,0
J A STREET AND ASSOCIATES INC,1,1,1,0,0,0,0,1,0,1
J AND L CONTRACTORS INC,1,0,0,0,0,0,0,0,0,0
J E ESTES WOOD CO INC,1,0,0,0,0,0,0,0,0,0
JAMES MITCHELL,1,0,0,0,0,0,0,0,0,0
JAY PROSCH,1,1,0,0,0,0,0,0,0,0
JAY R SMITH MANUFACTURING CO,1,1,0,0,0,0,0,0,0,0
JEFF MANN,1,0,0,0,0,0,0,0,0,0
JEFFREY PAUL HARTLEY,1,1,1,0,0,0,0,1,1,0
JEMISON CITY OF,1,0,0,0,0,0,0,0,0,0
JENNIFER HIDALGO,1,1,1,1,0,0,1,1,1,0
JGS CAMPEN LIFE RV CAMPGROUND LLC,1,1,0,0,0,0,0,0,1,0
JHF MANAGEMENT LLC,1,1,1,0,1,0,0,0,0,1
